Time_s,Output
2.123681125,0.00070983
2.124267292,0.000742326
2.124853458,0.000776653
2.125439625,0.000811834
2.126025791,0.000847106
2.126611958,0.00088209
2.127198124,0.000916908
2.127784291,0.000952235
2.128370457,0.00098923
2.128956624,0.001029311
2.12954279,0.001073792
2.130128957,0.001123496
2.130715123,0.001178467
2.13130129,0.001237843
2.131887456,0.001299907
2.132473623,0.001362259
2.133059789,0.001422089
2.133645955,0.001476539
2.134232122,0.001523114
2.134818288,0.001560058
2.135404455,0.001586602
2.135990621,0.001602996
2.136576788,0.001610377
2.137162954,0.001610527
2.137749121,0.001605615
2.138335287,0.001597912
2.138921454,0.001589487
2.13950762,0.001581896
2.140093787,0.001575973
2.140679953,0.001571816
2.14126612,0.001568995
2.141852286,0.001566879
2.142438453,0.001564941
2.143024619,0.001562938
2.143610785,0.001560989
2.144196952,0.001559595
2.144783118,0.001559632
2.145369285,0.001562243
2.145955451,0.001568599
2.146541618,0.001579544
2.147127784,0.001595282
2.147713951,0.001615247
2.148300117,0.001638205
2.148886284,0.001662515
2.14947245,0.00168643
2.150058617,0.001708349
2.150644783,0.001727033
2.15123095,0.001741816
2.151817116,0.001752762
2.152403283,0.0017607
2.152989449,0.001767061
2.153575615,0.001773517
2.154161782,0.001781564
2.154747948,0.00179216
2.155334115,0.001805516
2.155920281,0.00182103
2.156506448,0.001837343
2.157092614,0.001852523
2.157678781,0.001864387
2.158264947,0.00187093
2.158851114,0.001870773
2.15943728,0.001863508
2.160023447,0.001849834
2.160609613,0.001831466
2.16119578,0.001810884
2.161781946,0.001790966
2.162368113,0.001774553
2.162954279,0.001763994
2.163540445,0.00176073
2.164126612,0.001765013
2.164712778,0.001775876
2.165298945,0.001791342
2.165885111,0.001808819
2.166471278,0.001825562
2.167057444,0.001839104
2.167643611,0.001847606
2.168229777,0.001850103
2.168815944,0.001846631
2.16940211,0.001838167
2.169988277,0.001826381
2.170574443,0.001813245
2.17116061,0.001800595
2.171746776,0.001789751
2.172332943,0.001781265
2.172919109,0.001774827
2.173505275,0.001769322
2.174091442,0.001763042
2.174677608,0.001754023
2.175263775,0.001740458
2.175849941,0.00172107
2.176436108,0.001695376
2.177022274,0.001663776
2.177608441,0.00162747
2.178194607,0.001588245
2.178780774,0.001548153
2.17936694,0.0015091
2.179953107,0.001472421
2.180539273,0.00143851
2.18112544,0.001406656
2.181711606,0.001375151
2.182297773,0.001341637
2.182883939,0.001303589
2.183470106,0.001258789
2.184056272,0.001205727
2.184642438,0.001143926
2.185228605,0.001074168
2.185814771,0.000998572
2.186400938,0.00092043
2.186987104,0.000843767
2.187573271,0.000772735
2.188159437,0.000710994
2.188745604,0.000661226
2.18933177,0.000624862
2.189917937,0.00060198
2.190504103,0.000591361
2.19109027,0.000590711
2.191676436,0.00059706
2.192262603,0.00060731
2.192848769,0.000618772
2.193434936,0.000629567
2.194021102,0.000638766
2.194607268,0.000646324
2.195193435,0.000652856
2.195779601,0.000659354
2.196365768,0.000666824
2.196951934,0.000675884
2.197538101,0.000686379
2.198124267,0.00069717
2.198710434,0.000706187
2.1992966,0.000710758
2.199882767,0.000708077
2.200468933,0.000695658
2.2010551,0.000671666
2.201641266,0.000635149
2.202227433,0.000586189
2.202813599,0.000525978
2.203399766,0.000456727
2.203985932,0.00038137
2.204572098,0.000303075
2.205158265,0.000224739
2.205744431,0.000148608
2.206330598,7.61E-05
2.206916764,8.01E-06
2.207502931,-5.57E-05
2.208089097,-0.00011524
2.208675264,-0.000171258
2.20926143,-0.000224193
2.209847597,-0.000274175
2.210433763,-0.000320822
2.21101993,-0.000363257
2.211606096,-0.000400324
2.212192263,-0.000430891
2.212778429,-0.000454138
2.213364596,-0.000469782
2.213950762,-0.000478249
2.214536928,-0.000480809
2.215123095,-0.000479617
2.215709261,-0.000477564
2.216295428,-0.000477935
2.216881594,-0.000483929
2.217467761,-0.000498216
2.218053927,-0.000522619
2.218640094,-0.00055794
2.21922626,-0.000603904
2.219812427,-0.000659182
2.220398593,-0.000721537
2.22098476,-0.000788125
2.221570926,-0.000855915
2.222157093,-0.000922119
2.222743259,-0.000984525
2.223329426,-0.001041649
2.223915592,-0.001092739
2.224501758,-0.001137685
2.225087925,-0.001176872
2.225674091,-0.001210958
2.226260258,-0.001240612
2.226846424,-0.001266258
2.227432591,-0.001287917
2.228018757,-0.001305202
